Task 1 Model 1:
0 ['2.300']
10 ['2.298']
20 ['2.272']
30 ['2.243']
40 ['2.184']
50 ['2.098']
60 ['1.977']
70 ['1.717']
80 ['1.450']
90 ['1.352']
100 ['1.113']
110 ['0.859']
120 ['0.729']
130 ['0.863']
140 ['0.585']
150 ['0.563']
160 ['0.562']
170 ['0.513']
180 ['0.498']
190 ['0.469']
200 ['0.491']
210 ['0.546']
220 ['0.339']
230 ['0.339']
240 ['0.337']
250 ['0.264']
260 ['0.390']
270 ['0.304']
280 ['0.300']
290 ['0.469']
300 ['0.485']
310 ['0.221']
320 ['0.418']
330 ['0.269']
340 ['0.280']
350 ['0.396']
360 ['0.257']
370 ['0.441']
380 ['0.261']
390 ['0.203']
400 ['0.304']
410 ['0.196']
420 ['0.351']
430 ['0.391']
440 ['0.168']
450 ['0.229']
460 ['0.399']
Train: [1][469/469]	loss 0.255 (0.756)	Acc@1 93.750 (80.000)
Test model 1 on task 1
Test: [3/3]	loss 0.328 (0.308)	Acc@1 90.597 (91.110)
############################################################ Avg acc: 91.11
Task 2 Model 1:
0 ['0.314', '3.115']
Test: [3/3]	loss nan (nan)	Acc@1 11.062 (11.350)
Test model 1 on task 30
Test: [3/3]	loss nan (nan)	Acc@1 11.615 (11.350)
Test model 1 on task 31
Test: [3/3]	loss nan (nan)	Acc@1 11.117 (11.350)
Test model 1 on task 32
Test: [3/3]	loss nan (nan)	Acc@1 10.730 (11.350)
Test model 1 on task 33
Test: [3/3]	loss nan (nan)	Acc@1 11.173 (11.350)
Test model 1 on task 34
Test: [3/3]	loss nan (nan)	Acc@1 12.113 (11.350)
Test model 1 on task 35
Test: [3/3]	loss nan (nan)	Acc@1 12.223 (11.350)
Test model 1 on task 36
Test: [3/3]	loss nan (nan)	Acc@1 12.113 (11.350)
Test model 1 on task 37
Test: [3/3]	loss nan (nan)	Acc@1 12.168 (11.350)
Test model 1 on task 38
Test: [3/3]	loss nan (nan)	Acc@1 11.338 (11.350)
Test model 1 on task 39
Test: [3/3]	loss nan (nan)	Acc@1 11.007 (11.350)
Test model 1 on task 40
Test: [3/3]	loss nan (nan)	Acc@1 10.619 (11.350)
Test model 1 on task 41
Test: [3/3]	loss nan (nan)	Acc@1 10.509 (11.350)
Test model 1 on task 42
Test: [3/3]	loss nan (nan)	Acc@1 10.785 (11.350)
Test model 1 on task 43
Test: [3/3]	loss nan (nan)	Acc@1 11.947 (11.350)
Test model 1 on task 44
Test: [3/3]	loss nan (nan)	Acc@1 10.951 (11.350)
Test model 1 on task 45
Test: [3/3]	loss nan (nan)	Acc@1 10.785 (11.350)
Test model 1 on task 46
Test: [3/3]	loss nan (nan)	Acc@1 11.726 (11.350)
Test model 1 on task 47
Test: [3/3]	loss nan (nan)	Acc@1 12.445 (11.350)
Test model 1 on task 48
Test: [3/3]	loss nan (nan)	Acc@1 11.726 (11.350)
Test model 1 on task 49
Test: [3/3]	loss nan (nan)	Acc@1 10.951 (11.350)
############################################################ Avg acc: 11.35
Task 50 Model 1:
0 ['inf', 'nan']
10 ['inf', 'nan']
20 ['inf', 'nan']
30 ['inf', 'nan']
40 ['inf', 'nan']
50 ['inf', 'nan']
60 ['inf', 'nan']
70 ['inf', 'nan']
80 ['inf', 'nan']
90 ['inf', 'nan']
100 ['inf', 'nan']
110 ['inf', 'nan']
120 ['inf', 'nan']
130 ['inf', 'nan']
140 ['inf', 'nan']
150 ['inf', 'nan']
160 ['inf', 'nan']
170 ['inf', 'nan']
180 ['inf', 'nan']
190 ['inf', 'nan']
200 ['inf', 'nan']
210 ['inf', 'nan']
220 ['inf', 'nan']
230 ['inf', 'nan']
240 ['inf', 'nan']
250 ['inf', 'nan']
260 ['inf', 'nan']
270 ['inf', 'nan']
280 ['inf', 'nan']
290 ['inf', 'nan']
300 ['inf', 'nan']
310 ['inf', 'nan']
320 ['inf', 'nan']
330 ['inf', 'nan']
340 ['inf', 'nan']
350 ['inf', 'nan']
360 ['inf', 'nan']
370 ['inf', 'nan']
380 ['inf', 'nan']
390 ['inf', 'nan']
400 ['inf', 'nan']
410 ['inf', 'nan']
420 ['inf', 'nan']
430 ['inf', 'nan']
440 ['inf', 'nan']
450 ['inf', 'nan']
460 ['inf', 'nan']
Train: [1][469/469]	loss nan (nan)	Acc@1 8.333 (11.237)
Test model 1 on task 1
Test: [3/3]	loss nan (nan)	Acc@1 11.947 (11.350)
Test model 1 on task 2
Test: [3/3]	loss nan (nan)	Acc@1 10.730 (11.350)
Test model 1 on task 3
Test: [3/3]	loss nan (nan)	Acc@1 10.951 (11.350)
Test model 1 on task 4
Test: [3/3]	loss nan (nan)	Acc@1 11.062 (11.350)
Test model 1 on task 5
Test: [3/3]	loss nan (nan)	Acc@1 10.841 (11.350)
Test model 1 on task 6
Test: [3/3]	loss nan (nan)	Acc@1 11.726 (11.350)
Test model 1 on task 7
Test: [3/3]	loss nan (nan)	Acc@1 11.560 (11.350)
Test model 1 on task 8
Test: [3/3]	loss nan (nan)	Acc@1 10.785 (11.350)
Test model 1 on task 9
Test: [3/3]	loss nan (nan)	Acc@1 11.228 (11.350)
Test model 1 on task 10
Test: [3/3]	loss nan (nan)	Acc@1 11.173 (11.350)
Test model 1 on task 11
Test: [3/3]	loss nan (nan)	Acc@1 12.058 (11.350)
Test model 1 on task 12
Test: [3/3]	loss nan (nan)	Acc@1 10.785 (11.350)
Test model 1 on task 13
Test: [3/3]	loss nan (nan)	Acc@1 11.560 (11.350)
Test model 1 on task 14
Test: [3/3]	loss nan (nan)	Acc@1 12.445 (11.350)
Test model 1 on task 15
Test: [3/3]	loss nan (nan)	Acc@1 11.173 (11.350)
Test model 1 on task 16
Test: [3/3]	loss nan (nan)	Acc@1 11.117 (11.350)
Test model 1 on task 17
Test: [3/3]	loss nan (nan)	Acc@1 12.223 (11.350)
Test model 1 on task 18
Test: [3/3]	loss nan (nan)	Acc@1 11.892 (11.350)
Test model 1 on task 19
Test: [3/3]	loss nan (nan)	Acc@1 11.283 (11.350)
Test model 1 on task 20
Test: [3/3]	loss nan (nan)	Acc@1 10.951 (11.350)
Test model 1 on task 21
Test: [3/3]	loss nan (nan)	Acc@1 11.117 (11.350)
Test model 1 on task 22
Test: [3/3]	loss nan (nan)	Acc@1 12.611 (11.350)
Test model 1 on task 23
Test: [3/3]	loss nan (nan)	Acc@1 12.334 (11.350)
Test model 1 on task 24
Test: [3/3]	loss nan (nan)	Acc@1 10.398 (11.350)
Test model 1 on task 25
Test: [3/3]	loss nan (nan)	Acc@1 10.896 (11.350)
Test model 1 on task 26
Test: [3/3]	loss nan (nan)	Acc@1 10.509 (11.350)
Test model 1 on task 27
Test: [3/3]	loss nan (nan)	Acc@1 12.389 (11.350)
Test model 1 on task 28
Test: [3/3]	loss nan (nan)	Acc@1 11.117 (11.350)
Test model 1 on task 29
Test: [3/3]	loss nan (nan)	Acc@1 12.445 (11.350)
Test model 1 on task 30
Test: [3/3]	loss nan (nan)	Acc@1 11.615 (11.350)
Test model 1 on task 31
Test: [3/3]	loss nan (nan)	Acc@1 11.726 (11.350)
Test model 1 on task 32
Test: [3/3]	loss nan (nan)	Acc@1 11.338 (11.350)
Test model 1 on task 33
Test: [3/3]	loss nan (nan)	Acc@1 10.454 (11.350)
Test model 1 on task 34
Test: [3/3]	loss nan (nan)	Acc@1 12.002 (11.350)
Test model 1 on task 35
Test: [3/3]	loss nan (nan)	Acc@1 11.449 (11.350)
Test model 1 on task 36
Test: [3/3]	loss nan (nan)	Acc@1 12.666 (11.350)
Test model 1 on task 37
Test: [3/3]	loss nan (nan)	Acc@1 13.164 (11.350)
Test model 1 on task 38
Test: [3/3]	loss nan (nan)	Acc@1 10.564 (11.350)
Test model 1 on task 39
Test: [3/3]	loss nan (nan)	Acc@1 11.449 (11.350)
Test model 1 on task 40
Test: [3/3]	loss nan (nan)	Acc@1 10.066 (11.350)
Test model 1 on task 41
Test: [3/3]	loss nan (nan)	Acc@1 12.721 (11.350)
Test model 1 on task 42
Test: [3/3]	loss nan (nan)	Acc@1 12.279 (11.350)
Test model 1 on task 43
Test: [3/3]	loss nan (nan)	Acc@1 10.398 (11.350)
Test model 1 on task 44
Test: [3/3]	loss nan (nan)	Acc@1 11.781 (11.350)
Test model 1 on task 45
Test: [3/3]	loss nan (nan)	Acc@1 11.007 (11.350)
Test model 1 on task 46
Test: [3/3]	loss nan (nan)	Acc@1 11.781 (11.350)
Test model 1 on task 47
Test: [3/3]	loss nan (nan)	Acc@1 11.117 (11.350)
Test model 1 on task 48
Test: [3/3]	loss nan (nan)	Acc@1 10.564 (11.350)
Test model 1 on task 49
Test: [3/3]	loss nan (nan)	Acc@1 12.389 (11.350)
Test model 1 on task 50
Test: [3/3]	loss nan (nan)	Acc@1 11.726 (11.350)
############################################################ Avg acc: 11.35
